Ref,NUM_ACCTS,Deposit_Count,Deposit_Balance,Loan_Count,Loan_Balance,Nmc_count,Nmc_balance,Revenue,New,Yr10P,Tenure,Dormant,BillPay,DirectDeposit,Current,Gone,Total_Check,Total_MoneyMarket,Total_Savings,Total_CD,Total_Retirement,Total_Loan,Total_Equity,Total_AutoLoan,Total_Mortgage,Bal_Check,Bal_MoneyMarket,Bal_Savings,Bal_CD,Bal_Retirement,Bal_Loan,Bal_Equity,Bal_AutoLoan,Bal_Mortgage
13982,1,1,22.025,0,0.000,0,0.000,0.511,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,22.025,0,0.000,0.000,0.000,0.000,0.000
13983,1,1,0.020,0,0.000,0,0.000,0.000,0,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.020,0,0.000,0.000,0.000,0.000,0.000
13984,3,3,2.055,0,0.000,0,0.000,0.145,0,1,13,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.530,0.000,1.525,0,0.000,0.000,0.000,0.000,0.000
13985,3,2,0.044,1,7.717,1,7.717,0.131,0,0,6,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.019,0.000,0.025,0,0.000,0.000,0.000,7.717,0.000
13986,4,4,1.711,0,0.000,0,0.000,0.041,0,1,12,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0.000,0.000,1.711,0,0.000,0.000,0.000,0.000,0.000
13987,7,6,7.775,1,28.129,1,28.129,0.598,0,0,6,0,0,1,1,0,3,0,3,0,0,0,0,1,0,0.522,0.000,7.253,0,0.000,0.000,0.000,28.129,0.000
13988,1,1,0.000,0,0.000,0,0.000,0.000,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000
13989,1,1,0.010,0,0.000,0,0.000,0.000,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.010,0,0.000,0.000,0.000,0.000,0.000
13990,2,1,0.025,1,19.352,1,19.352,0.117,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,19.352,0.000
13991,2,2,1.369,0,0.000,0,0.000,0.129,0,1,40,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.344,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
13992,5,5,10.810,0,0.000,0,0.000,0.360,0,1,21,0,1,1,1,0,1,0,4,0,0,0,0,0,0,0.850,0.000,9.960,0,0.000,0.000,0.000,0.000,0.000
13993,2,2,4.212,0,0.000,0,0.000,0.195,0,1,33,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.806,0.000,1.406,0,0.000,0.000,0.000,0.000,0.000
13994,1,1,0.010,0,0.000,0,0.000,0.000,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.010,0,0.000,0.000,0.000,0.000,0.000
13995,2,2,76.373,0,0.000,0,0.000,2.436,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.000,0.000,0.025,76.348,0.000,0.000,0.000,0.000,0.000
13996,2,2,0.844,0,0.000,0,0.000,0.117,0,0,6,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.344,0.000,0.500,0,0.000,0.000,0.000,0.000,0.000
13997,3,3,49.869,0,0.000,0,0.000,1.236,0,0,8,0,0,0,0,0,1,0,2,0,0,0,0,0,0,5.435,0.000,44.434,0,0.000,0.000,0.000,0.000,0.000
13998,2,2,0.040,0,0.000,0,0.000,0.098,0,1,15,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.015,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
13999,1,1,0.000,0,0.000,0,0.000,0.000,0,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000
14000,4,3,0.073,1,13.279,1,13.279,0.662,0,0,7,0,0,1,1,0,1,0,2,0,0,1,0,0,0,0.023,0.000,0.050,0,0.000,13.279,0.000,0.000,0.000
14001,2,2,1.499,0,0.000,0,0.000,0.133,0,0,5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1.190,0.000,0.309,0,0.000,0.000,0.000,0.000,0.000
14002,2,1,0.025,1,5.113,1,5.113,0.022,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,5.113,0.000
14003,3,2,0.033,1,19.466,1,19.466,0.180,0,0,10,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0.008,0.000,0.025,0,0.000,0.000,0.000,19.466,0.000
14004,3,3,2.258,0,0.000,0,0.000,0.150,0,0,9,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2.200,0.000,0.058,0,0.000,0.000,0.000,0.000,0.000
14005,2,2,0.129,0,0.000,0,0.000,0.100,0,1,15,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.097,0.000,0.032,0,0.000,0.000,0.000,0.000,0.000
14006,1,1,0.603,0,0.000,0,0.000,0.014,0,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.603,0,0.000,0.000,0.000,0.000,0.000
14007,2,2,0.100,0,0.000,0,0.000,0.100,0,0,4,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.075,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
14008,2,2,3.658,0,0.000,0,0.000,0.185,0,1,22,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1.048,0.000,2.610,0,0.000,0.000,0.000,0.000,0.000
14009,3,2,12.162,1,2.695,1,2.695,0.395,0,1,21,0,1,1,1,0,1,0,1,0,0,0,0,1,0,9.636,0.000,2.525,0,0.000,0.000,0.000,2.695,0.000
14010,2,2,2.125,0,0.000,0,0.000,0.147,0,0,7,0,1,1,1,0,1,0,1,0,0,0,0,0,0,2.100,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
14011,2,2,0.036,0,0.000,0,0.000,0.098,0,0,5,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.011,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
14012,2,1,0.100,1,20.831,1,20.831,0.090,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.100,0,0.000,0.000,0.000,20.831,0.000
14013,2,2,0.145,0,0.000,0,0.000,0.101,0,1,27,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.114,0.000,0.031,0,0.000,0.000,0.000,0.000,0.000
14014,1,1,0.000,0,0.000,0,0.000,0.000,0,1,21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000
14015,7,5,0.725,2,4.816,2,4.816,0.231,0,0,9,0,0,1,1,0,2,0,3,0,0,0,0,2,0,0.611,0.000,0.114,0,0.000,0.000,0.000,4.816,0.000
14016,2,2,14.909,0,0.000,0,0.000,0.445,0,0,5,0,1,1,1,0,1,0,1,0,0,0,0,0,0,14.784,0.000,0.125,0,0.000,0.000,0.000,0.000,0.000
14017,2,2,0.830,0,0.000,0,0.000,0.117,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.330,0.000,0.500,0,0.000,0.000,0.000,0.000,0.000
14018,2,2,110.263,0,0.000,0,0.000,3.517,0,1,39,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.000,0.000,0.033,110.230,0.000,0.000,0.000,0.000,0.000
14019,2,1,0.025,1,20.234,1,20.234,0.086,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,20.234,0.000
14020,2,1,0.200,1,62.957,1,62.957,0.269,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.200,0,0.000,0.000,0.000,62.957,0.000
14021,4,4,0.308,0,0.000,0,0.000,0.202,0,0,7,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0.158,0.000,0.150,0,0.000,0.000,0.000,0.000,0.000
14022,2,2,0.007,0,0.000,0,0.000,0.000,0,1,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.000,0.000,0.007,0,0.000,0.000,0.000,0.000,0.000
14023,2,2,0.028,0,0.000,0,0.000,0.098,0,0,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.003,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
14024,2,1,0.025,1,18.024,1,18.024,0.466,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,18.024,0.000
14025,3,2,5.323,1,34.207,1,34.207,0.365,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,5.098,0.000,0.225,0,0.000,0.000,0.000,34.207,0.000
14026,2,1,0.200,1,32.846,1,32.846,0.143,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.200,0,0.000,0.000,0.000,32.846,0.000
14027,4,4,89.562,0,0.000,0,0.000,2.380,0,1,26,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0.000,0.000,89.562,0,0.000,0.000,0.000,0.000,0.000
14028,2,1,0.025,1,9.283,1,9.283,0.634,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.000,0.000,0.025,0,0.000,9.283,0.000,0.000,0.000
14029,2,2,0.492,0,0.000,0,0.000,0.109,0,1,14,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.265,0.000,0.227,0,0.000,0.000,0.000,0.000,0.000
14030,2,1,0.025,1,1.116,1,1.116,0.007,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,1.116,0.000
14031,2,2,0.059,0,0.000,0,0.000,0.099,0,1,13,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.034,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
14032,4,3,388.569,1,0.000,1,0.000,9.554,0,1,44,0,0,1,1,0,1,0,2,0,0,1,0,0,0,21.724,0.000,366.845,0,0.000,0.000,0.000,0.000,0.000
14033,2,2,-0.026,0,0.000,0,0.000,0.097,0,0,3,1,0,1,1,0,1,0,1,0,0,0,0,0,0,-0.051,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
14034,2,2,8.946,0,0.000,0,0.000,0.307,0,1,41,0,0,1,1,0,1,0,1,0,0,0,0,0,0,7.580,0.000,1.366,0,0.000,0.000,0.000,0.000,0.000
14035,1,1,4.261,0,0.000,0,0.000,0.104,0,1,34,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.000,0.000,4.261,0,0.000,0.000,0.000,0.000,0.000
14036,3,2,3.525,1,1.142,1,1.142,0.219,0,0,3,0,0,0,1,0,1,0,1,0,0,0,1,0,0,3.500,0.000,0.025,0,0.000,0.000,1.142,0.000,0.000
14037,1,1,0.005,0,0.000,0,0.000,0.000,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.000,0.000,0.005,0,0.000,0.000,0.000,0.000,0.000
14038,1,1,0.381,0,0.000,0,0.000,0.009,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.381,0,0.000,0.000,0.000,0.000,0.000
14039,2,2,0.007,0,0.000,0,0.000,0.000,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.000,0.000,0.007,0,0.000,0.000,0.000,0.000,0.000
14040,2,1,0.025,1,0.889,1,0.889,0.009,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,0.889,0.000
14041,2,1,0.299,1,1.030,1,1.030,0.081,0,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.000,0.000,0.299,0,0.000,1.030,0.000,0.000,0.000
14042,2,2,63.771,0,0.000,0,0.000,1.651,0,1,11,0,1,1,1,0,1,0,1,0,0,0,0,0,0,2.386,0.000,61.385,0,0.000,0.000,0.000,0.000,0.000
14043,2,2,0.601,0,0.000,0,0.000,0.111,0,1,14,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.576,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
14044,2,2,14.086,0,0.000,0,0.000,0.425,0,0,9,0,0,1,1,0,1,0,1,0,0,0,0,0,0,14.061,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
14045,2,1,0.025,1,10.090,1,10.090,0.061,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,10.090,0.000
14046,1,1,0.028,0,0.000,0,0.000,0.001,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.028,0,0.000,0.000,0.000,0.000,0.000
14047,2,2,0.822,0,0.000,0,0.000,0.116,0,1,15,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.792,0.000,0.030,0,0.000,0.000,0.000,0.000,0.000
14048,2,1,0.025,1,7.392,1,7.392,0.032,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,7.392,0.000
14049,2,1,0.025,1,13.002,1,13.002,0.055,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,13.002,0.000
14050,2,2,0.539,0,0.000,0,0.000,0.110,0,1,28,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.253,0.000,0.286,0,0.000,0.000,0.000,0.000,0.000
14051,2,2,8.907,0,0.000,0,0.000,0.305,0,1,23,0,1,1,1,0,1,0,1,0,0,0,0,0,0,8.882,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
14052,1,1,0.016,0,0.000,0,0.000,0.000,0,0,6,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.016,0,0.000,0.000,0.000,0.000,0.000
14053,2,2,93.151,0,0.000,0,0.000,2.273,0,1,49,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.000,0.000,93.151,0,0.000,0.000,0.000,0.000,0.000
14054,2,2,1.120,0,0.000,0,0.000,0.124,0,0,10,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.595,0.000,0.525,0,0.000,0.000,0.000,0.000,0.000
14055,2,2,2.415,0,0.000,0,0.000,0.154,0,1,15,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.381,0.000,0.033,0,0.000,0.000,0.000,0.000,0.000
14056,2,2,5.550,0,0.000,0,0.000,0.231,0,1,11,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1.853,0.000,3.697,0,0.000,0.000,0.000,0.000,0.000
14057,1,1,0.020,0,0.000,0,0.000,0.000,0,1,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.020,0,0.000,0.000,0.000,0.000,0.000
14058,3,2,3.570,1,8.542,1,8.542,0.216,0,0,10,0,1,1,1,0,1,0,1,0,0,0,0,1,0,3.544,0.000,0.025,0,0.000,0.000,0.000,8.542,0.000
14059,2,1,0.074,1,39.630,1,39.630,0.168,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.074,0,0.000,0.000,0.000,39.630,0.000
14060,2,1,0.025,1,5.973,1,5.973,0.026,0,0,5,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,5.973,0.000
14061,2,2,95.225,0,0.000,0,0.000,2.419,0,1,13,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1.314,0.000,93.911,0,0.000,0.000,0.000,0.000,0.000
14062,2,2,4.486,0,0.000,0,0.000,0.202,0,1,12,0,1,1,1,0,1,0,1,0,0,0,0,0,0,4.234,0.000,0.253,0,0.000,0.000,0.000,0.000,0.000
14063,4,3,94.933,1,18.225,1,18.225,2.567,0,0,8,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0.293,0.000,84.291,10.348,0.000,0.000,0.000,18.225,0.000
14064,2,1,0.125,1,2.318,1,2.318,0.063,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.125,0,0.000,0.000,0.000,2.318,0.000
14065,1,1,0.001,0,0.000,0,0.000,0.000,0,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.001,0,0.000,0.000,0.000,0.000,0.000
14066,2,2,1.545,0,0.000,0,0.000,0.133,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.520,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
14067,2,2,1.387,0,0.000,0,0.000,0.131,0,0,5,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.091,0.000,1.296,0,0.000,0.000,0.000,0.000,0.000
14068,2,1,0.053,1,11.236,1,11.236,0.478,0,1,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.000,0.000,0.053,0,0.000,11.236,0.000,0.000,0.000
14069,2,1,0.040,1,64.819,1,64.819,2.257,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.000,0.000,0.040,0,0.000,0.000,64.819,0.000,0.000
14070,2,1,0.038,1,4.408,1,4.408,0.137,0,0,9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.000,0.000,0.038,0,0.000,4.408,0.000,0.000,0.000
14071,3,3,5.692,0,0.000,0,0.000,0.236,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0.100,0.000,5.592,0,0.000,0.000,0.000,0.000,0.000
14072,2,2,1.222,0,0.000,0,0.000,0.126,0,1,32,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.644,0.000,0.578,0,0.000,0.000,0.000,0.000,0.000
14073,2,1,0.025,1,5.864,1,5.864,0.025,0,0,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,5.864,0.000
14074,4,3,0.257,1,3.267,1,3.267,0.242,0,0,7,0,0,1,1,0,1,0,2,0,0,1,0,0,0,0.207,0.000,0.050,0,0.000,3.267,0.000,0.000,0.000
14075,1,1,0.016,0,0.000,0,0.000,0.000,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.016,0,0.000,0.000,0.000,0.000,0.000
14076,1,1,0.006,0,0.000,0,0.000,0.000,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.006,0,0.000,0.000,0.000,0.000,0.000
14077,2,1,0.025,1,54.112,1,54.112,1.884,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.000,0.000,0.025,0,0.000,0.000,54.112,0.000,0.000
14078,2,2,0.044,0,0.000,0,0.000,0.098,0,0,5,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.010,0.000,0.034,0,0.000,0.000,0.000,0.000,0.000
14079,1,1,0.000,0,0.000,0,0.000,0.000,0,1,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000
14080,2,1,0.020,1,3.444,1,3.444,0.089,0,0,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.000,0.000,0.020,0,0.000,0.000,0.000,3.444,0.000
14081,3,2,0.043,1,36.510,1,36.510,0.252,0,0,8,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0.018,0.000,0.025,0,0.000,0.000,0.000,36.510,0.000
14082,2,1,0.025,1,0.851,1,0.851,0.023,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,0.851,0.000
14083,2,1,0.025,1,0.562,1,0.562,0.006,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,0.562,0.000
14084,2,1,0.025,1,0.919,1,0.919,0.004,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,0.919,0.000
14085,3,3,82.181,0,0.000,0,0.000,1.975,0,1,19,0,0,0,0,0,1,0,2,0,0,0,0,0,0,10.988,0.000,71.193,0,0.000,0.000,0.000,0.000,0.000
14086,2,1,0.025,1,1.288,1,1.288,0.034,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,1.288,0.000
14087,4,4,0.618,0,0.000,0,0.000,0.209,0,1,16,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0.222,0.000,0.396,0,0.000,0.000,0.000,0.000,0.000
14088,4,3,0.235,1,9.810,1,9.810,0.144,0,0,5,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0.110,0.000,0.125,0,0.000,0.000,0.000,9.810,0.000
14089,2,1,0.025,1,18.633,1,18.633,0.079,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,18.633,0.000
14090,5,4,0.934,1,11.301,1,11.301,0.264,0,0,6,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0.684,0.000,0.250,0,0.000,0.000,0.000,11.301,0.000
14091,1,1,0.045,0,0.000,0,0.000,0.001,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.045,0,0.000,0.000,0.000,0.000,0.000
14092,1,1,0.000,0,0.000,0,0.000,0.000,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000
14093,4,3,48.506,1,45.712,1,45.712,1.447,0,1,27,0,0,1,1,0,1,0,2,0,0,0,0,1,0,23.280,0.000,25.226,0,0.000,0.000,0.000,45.712,0.000
14094,1,1,0.010,0,0.000,0,0.000,0.000,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.010,0,0.000,0.000,0.000,0.000,0.000
14095,2,2,3.792,0,0.000,0,0.000,0.186,0,1,21,0,1,1,1,0,1,0,1,0,0,0,0,0,0,3.753,0.000,0.039,0,0.000,0.000,0.000,0.000,0.000
14096,1,1,0.015,0,0.000,0,0.000,0.000,0,1,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.015,0,0.000,0.000,0.000,0.000,0.000
14097,1,1,0.005,0,0.000,0,0.000,0.000,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.005,0,0.000,0.000,0.000,0.000,0.000
14098,1,1,0.013,0,0.000,0,0.000,0.000,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.013,0,0.000,0.000,0.000,0.000,0.000
14099,2,1,0.025,1,16.283,1,16.283,0.069,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,16.283,0.000
14100,5,5,141.725,0,0.000,0,0.000,3.642,0,1,13,0,1,1,1,0,2,0,3,0,0,0,0,0,0,9.504,0.000,132.222,0,0.000,0.000,0.000,0.000,0.000
14101,4,4,193.618,0,0.000,0,0.000,4.915,0,1,12,0,1,1,1,0,2,0,2,0,0,0,0,0,0,3.324,0.000,190.295,0,0.000,0.000,0.000,0.000,0.000
14102,2,1,0.200,1,21.169,1,21.169,0.094,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.200,0,0.000,0.000,0.000,21.169,0.000
14103,2,1,0.025,1,7.748,1,7.748,0.033,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,7.748,0.000
14104,2,1,0.025,1,5.579,1,5.579,0.571,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.000,0.000,0.025,0,0.000,5.579,0.000,0.000,0.000
14105,2,2,0.029,0,0.000,0,0.000,0.098,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.000,0.000,0.029,0,0.000,0.000,0.000,0.000,0.000
14106,2,2,26.519,0,0.000,0,0.000,0.715,0,1,22,0,1,1,1,0,1,0,1,0,0,0,0,0,0,26.494,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
14107,2,2,1.489,0,0.000,0,0.000,0.132,0,1,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.464,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
14108,2,1,0.039,1,2.990,1,2.990,0.338,0,0,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.000,0.000,0.039,0,0.000,2.990,0.000,0.000,0.000
14109,2,1,0.025,1,16.104,1,16.104,0.068,0,0,4,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,16.104,0.000
14110,5,3,0.650,2,26.994,2,26.994,0.226,0,0,10,0,0,1,1,0,1,0,2,0,0,0,0,2,0,0.505,0.000,0.145,0,0.000,0.000,0.000,26.994,0.000
14111,2,2,-0.055,0,0.000,0,0.000,0.096,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.073,0.000,0.018,0,0.000,0.000,0.000,0.000,0.000
14112,2,1,0.025,1,21.402,1,21.402,0.090,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,21.402,0.000
14113,2,1,0.012,1,0.475,1,0.475,0.033,0,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.000,0.000,0.012,0,0.000,0.475,0.000,0.000,0.000
14114,1,1,0.157,0,0.000,0,0.000,0.004,0,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.157,0,0.000,0.000,0.000,0.000,0.000
14115,1,1,0.063,0,0.000,0,0.000,0.001,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.063,0,0.000,0.000,0.000,0.000,0.000
14116,1,1,0.265,0,0.000,0,0.000,0.006,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.265,0,0.000,0.000,0.000,0.000,0.000
14117,3,1,0.525,2,39.040,2,39.040,1.668,0,0,6,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0.000,0.000,0.525,0,0.000,39.040,0.000,0.000,0.000
14118,6,3,0.075,3,34.156,3,34.156,0.630,0,0,4,0,0,1,1,0,0,0,3,0,0,1,0,2,0,0.000,0.000,0.075,0,0.000,12.381,0.000,21.775,0.000
14119,2,1,0.025,1,17.691,1,17.691,0.075,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,17.691,0.000
14120,2,1,0.159,1,1.494,1,1.494,0.010,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.159,0,0.000,0.000,0.000,1.494,0.000
14121,2,1,0.200,1,15.630,1,15.630,0.071,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.200,0,0.000,0.000,0.000,15.630,0.000
14122,1,1,1.225,0,0.000,0,0.000,0.030,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.000,0.000,1.225,0,0.000,0.000,0.000,0.000,0.000
14123,2,2,0.103,0,0.000,0,0.000,0.100,0,0,5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.019,0.000,0.084,0,0.000,0.000,0.000,0.000,0.000
14124,6,3,1.364,3,40.732,3,40.732,0.613,0,0,7,0,1,1,1,0,1,0,2,0,0,2,0,1,0,1.239,0.000,0.125,0,0.000,10.814,0.000,29.918,0.000
14125,4,2,0.050,2,26.921,2,26.921,0.795,0,0,7,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0.000,0.000,0.050,0,0.000,0.000,0.000,26.921,0.000
